Gender,Age,Married,Number of Dependents,Number of Referrals,Tenure in Months,Offer,Phone Service,Avg Monthly Long Distance Charges,Multiple Lines,Internet Type,Avg Monthly GB Download,Online Security,Online Backup,Device Protection Plan,Premium Tech Support,Streaming TV,Streaming Movies,Streaming Music,Unlimited Data,Contract,Paperless Billing,Payment Method
Female,Young Adults,No,2,0,21,Offer D,Yes,8.68,No,None,0.0,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card
Female,Old Adults,Yes,0,1,61,No Offer,Yes,33.75,Yes,Fiber Optic,29.0,Yes,Yes,Yes,Yes,No,No,No,Yes,Month-to-Month,Yes,Credit Card
Male,Middle-aged Adults,Yes,0,6,65,Offer B,Yes,39.49,Yes,DSL,18.0,Yes,Yes,Yes,No,No,No,No,Yes,One Year,No,Credit Card
Female,Old Adults,No,0,0,22,No Offer,Yes,5.09,Yes,Fiber Optic,23.0,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal
Male,Young Adults,No,0,0,68,No Offer,Yes,5.84,Yes,None,0.0,No,No,No,No,No,No,No,No,Two Year,No,Credit Card
Female,Old Adults,No,0,0,66,No Offer,Yes,10.45,Yes,Fiber Optic,20.0,Yes,No,No,No,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal
Male,Old Adults,Yes,0,1,23,No Offer,Yes,5.8,Yes,DSL,12.0,No,No,No,No,No,No,No,Yes,One Year,Yes,Credit Card
Female,Old Adults,No,0,0,27,No Offer,Yes,31.17,Yes,Fiber Optic,25.0,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal
Female,Middle-aged Adults,No,0,0,56,Offer B,Yes,13.89,No,None,0.0,No,No,No,No,No,No,No,No,Two Year,Yes,Bank Withdrawal
Male,Middle-aged Adults,No,0,0,1,No Offer,Yes,22.03,No,Fiber Optic,26.0,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal
Male,Young Adults,No,0,0,4,No Offer,Yes,13.31,Yes,Cable,59.0,No,No,No,Yes,No,Yes,Yes,Yes,Month-to-Month,No,Credit Card
Female,Old Adults,No,0,0,1,Offer E,Yes,26.22,No,Cable,22.0,Yes,No,Yes,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal
Female,Young Adults,No,0,0,9,No Offer,Yes,24.81,No,Cable,69.0,No,Yes,No,Yes,Yes,No,No,No,Month-to-Month,No,Mailed Check
Male,Young Adults,Yes,0,1,13,Offer D,Yes,41.22,Yes,Cable,82.0,No,No,Yes,No,Yes,Yes,Yes,Yes,One Year,Yes,Credit Card
Female,Old Adults,No,0,0,1,No Offer,No,0.0,No,Cable,26.0,No,No,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal
Male,Middle-aged Adults,Yes,0,1,72,No Offer,Yes,15.52,Yes,Cable,6.0,Yes,Yes,Yes,Yes,No,No,No,Yes,Two Year,Yes,Bank Withdrawal
Female,Old Adults,Yes,0,1,24,Offer C,No,0.0,No,Cable,29.0,No,No,Yes,No,No,Yes,No,Yes,Month-to-Month,Yes,Credit Card
Male,Young Adults,Yes,0,4,7,Offer E,Yes,36.14,No,DSL,85.0,Yes,No,No,No,No,No,Yes,Yes,One Year,Yes,Bank Withdrawal
Male,Middle-aged Adults,Yes,0,>=10,70,Offer A,Yes,48.0,Yes,Fiber Optic,13.0,Yes,Yes,Yes,No,Yes,No,No,Yes,Two Year,Yes,Credit Card
Male,Young Adults,Yes,0,1,5,Offer E,No,0.0,No,DSL,7.0,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal
Male,Middle-aged Adults,No,0,0,52,Offer B,Yes,31.31,No,Fiber Optic,12.0,Yes,No,Yes,No,Yes,No,No,Yes,One Year,No,Bank Withdrawal
Male,Middle-aged Adults,Yes,0,2,23,Offer D,Yes,16.63,No,Fiber Optic,22.0,No,Yes,Yes,Yes,No,No,No,No,One Year,No,Credit Card
Female,Young Adults,No,0,0,7,No Offer,No,0.0,No,DSL,19.0,No,Yes,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card
Female,Young Adults,Yes,>=3,5,62,Offer B,Yes,32.92,No,DSL,71.0,Yes,No,Yes,No,No,No,No,Yes,One Year,No,Credit Card
Male,Middle-aged Adults,Yes,1,1,34,Offer C,Yes,44.54,No,None,0.0,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card
Female,Old Adults,Yes,0,>=10,71,Offer A,Yes,16.26,No,Fiber Optic,27.0,No,Yes,Yes,No,No,Yes,No,Yes,Two Year,No,Credit Card
Female,Young Adults,Yes,0,5,3,No Offer,Yes,23.26,Yes,Fiber Optic,42.0,No,No,No,No,Yes,Yes,Yes,No,Month-to-Month,Yes,Bank Withdrawal
Female,Middle-aged Adults,No,0,0,4,No Offer,No,0.0,No,DSL,2.0,Yes,No,No,No,No,No,No,No,Month-to-Month,Yes,Credit Card
Female,Middle-aged Adults,Yes,0,5,49,Offer B,Yes,49.58,No,None,0.0,No,No,No,No,No,No,No,No,One Year,No,Bank Withdrawal
Male,Middle-aged Adults,Yes,0,5,68,Offer A,Yes,22.83,Yes,None,0.0,No,No,No,No,No,No,No,No,Two Year,No,Bank Withdrawal
Male,Middle-aged Adults,No,0,0,8,Offer E,No,0.0,No,Cable,4.0,Yes,No,No,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal
Male,Young Adults,Yes,0,4,6,No Offer,Yes,47.29,Yes,None,0.0,No,No,No,No,No,No,No,No,One Year,No,Mailed Check
Male,Middle-aged Adults,Yes,2,4,7,No Offer,No,0.0,No,DSL,28.0,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Two Year,No,Credit Card
Male,Young Adults,No,0,0,51,No Offer,Yes,34.75,Yes,Cable,59.0,Yes,Yes,Yes,Yes,Yes,No,No,Yes,One Year,Yes,Credit Card
Female,Middle-aged Adults,Yes,1,3,32,No Offer,No,0.0,No,Cable,14.0,Yes,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal
Female,Young Adults,No,0,0,1,Offer E,Yes,32.92,No,Fiber Optic,3.0,No,No,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal
Male,Young Adults,Yes,0,1,1,No Offer,No,0.0,No,DSL,58.0,No,Yes,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal
Female,Old Adults,No,0,0,34,No Offer,No,0.0,No,DSL,28.0,No,Yes,Yes,No,Yes,Yes,No,Yes,Two Year,Yes,Bank Withdrawal
Female,Middle-aged Adults,Yes,>=3,9,58,Offer B,Yes,11.81,No,None,0.0,No,No,No,No,No,No,No,No,Two Year,Yes,Credit Card
Female,Middle-aged Adults,Yes,0,1,72,No Offer,Yes,4.56,Yes,Fiber Optic,18.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Credit Card
Female,Middle-aged Adults,Yes,>=3,8,55,Offer B,Yes,38.51,No,None,0.0,No,No,No,No,No,No,No,No,Two Year,No,Credit Card
Female,Young Adults,No,0,0,1,Offer E,Yes,30.6,No,Fiber Optic,27.0,No,No,No,No,No,No,Yes,Yes,Month-to-Month,Yes,Mailed Check
Male,Old Adults,No,0,0,29,Offer C,Yes,48.2,No,Fiber Optic,19.0,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card
Female,Middle-aged Adults,Yes,>=3,6,13,No Offer,Yes,27.62,No,None,0.0,No,No,No,No,No,No,No,No,Two Year,No,Credit Card
Female,Middle-aged Adults,No,0,0,4,No Offer,Yes,12.58,No,Fiber Optic,19.0,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card
Male,Young Adults,No,0,0,9,No Offer,Yes,34.43,No,DSL,51.0,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Month-to-Month,Yes,Credit Card
Female,Young Adults,No,0,0,54,No Offer,Yes,48.97,No,Fiber Optic,42.0,No,No,Yes,No,Yes,Yes,Yes,No,One Year,Yes,Credit Card
Female,Young Adults,Yes,1,9,32,Offer C,Yes,33.28,Yes,DSL,51.0,No,Yes,Yes,No,No,No,Yes,Yes,Month-to-Month,No,Bank Withdrawal
Male,Old Adults,No,>=3,0,1,No Offer,Yes,23.2,No,Fiber Optic,21.0,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal
Male,Young Adults,No,0,0,11,No Offer,Yes,16.14,No,DSL,8.0,No,No,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal
Male,Old Adults,Yes,0,3,5,Offer E,Yes,36.88,Yes,Fiber Optic,8.0,Yes,No,Yes,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal
Male,Middle-aged Adults,No,0,0,1,Offer E,Yes,1.28,No,DSL,27.0,No,Yes,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal
Female,Middle-aged Adults,Yes,0,6,62,Offer B,Yes,13.32,No,Cable,22.0,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Mailed Check
Female,Middle-aged Adults,Yes,2,7,63,Offer B,Yes,46.9,No,None,0.0,No,No,No,No,No,No,No,No,Two Year,No,Credit Card
Female,Young Adults,Yes,>=3,4,62,No Offer,Yes,28.64,Yes,Fiber Optic,52.0,Yes,No,No,No,Yes,Yes,Yes,No,Two Year,Yes,Bank Withdrawal
Female,Young Adults,No,0,0,4,Offer E,Yes,7.94,Yes,Fiber Optic,3.0,No,No,No,Yes,Yes,Yes,Yes,No,Month-to-Month,Yes,Credit Card
Male,Old Adults,Yes,>=3,4,70,No Offer,Yes,38.83,Yes,DSL,24.0,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal
Male,Middle-aged Adults,Yes,>=3,4,38,No Offer,Yes,31.45,No,DSL,76.0,Yes,Yes,Yes,Yes,Yes,No,No,Yes,One Year,No,Bank Withdrawal
Male,Young Adults,Yes,>=3,8,68,Offer A,Yes,24.08,No,Fiber Optic,41.0,Yes,No,Yes,No,No,No,No,Yes,Two Year,No,Credit Card
Female,Middle-aged Adults,No,0,0,65,No Offer,Yes,27.68,Yes,Fiber Optic,6.0,No,Yes,Yes,No,Yes,No,No,No,One Year,Yes,Bank Withdrawal
Male,Old Adults,Yes,2,5,22,No Offer,No,0.0,No,Cable,18.0,Yes,No,No,No,No,Yes,No,Yes,Month-to-Month,No,Mailed Check
Male,Middle-aged Adults,No,0,0,10,Offer D,Yes,35.63,Yes,Fiber Optic,18.0,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal
Female,Young Adults,No,0,0,18,No Offer,No,0.0,No,DSL,85.0,No,No,No,No,No,Yes,Yes,No,Month-to-Month,Yes,Bank Withdrawal
Male,Middle-aged Adults,Yes,>=3,9,55,No Offer,Yes,13.45,No,Fiber Optic,53.0,No,Yes,No,Yes,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal
Female,Middle-aged Adults,No,0,0,35,Offer C,Yes,10.49,Yes,Fiber Optic,17.0,No,No,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal
Male,Middle-aged Adults,No,0,0,4,Offer E,Yes,1.88,No,DSL,21.0,No,No,No,Yes,No,No,No,Yes,Month-to-Month,Yes,Credit Card
Female,Middle-aged Adults,No,0,0,37,No Offer,Yes,41.99,No,None,0.0,No,No,No,No,No,No,No,No,Two Year,No,Credit Card
Female,Middle-aged Adults,Yes,0,1,41,No Offer,Yes,32.02,No,DSL,28.0,No,Yes,No,Yes,No,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal
Male,Middle-aged Adults,No,0,0,54,Offer B,Yes,27.3,No,None,0.0,No,No,No,No,No,No,No,No,Two Year,No,Credit Card
Male,Young Adults,Yes,2,8,49,Offer B,No,0.0,No,DSL,47.0,Yes,No,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal
Female,Young Adults,No,0,0,1,No Offer,Yes,44.36,No,DSL,58.0,Yes,Yes,No,No,No,No,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal
Female,Middle-aged Adults,Yes,0,0,20,No Offer,Yes,43.49,No,Fiber Optic,28.0,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal
Male,Middle-aged Adults,Yes,0,5,60,Offer B,Yes,5.43,Yes,Fiber Optic,29.0,Yes,No,Yes,No,Yes,No,No,Yes,One Year,Yes,Bank Withdrawal
Female,Old Adults,No,0,0,40,No Offer,Yes,28.54,Yes,Fiber Optic,24.0,No,No,Yes,Yes,Yes,Yes,No,Yes,One Year,Yes,Credit Card
Female,Middle-aged Adults,No,0,0,1,No Offer,Yes,43.49,Yes,Cable,4.0,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal
Female,Young Adults,Yes,0,2,72,Offer A,Yes,11.85,Yes,Fiber Optic,82.0,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,One Year,No,Credit Card
Female,Young Adults,Yes,0,1,13,No Offer,Yes,29.49,No,DSL,2.0,No,No,No,No,No,No,No,Yes,One Year,No,Bank Withdrawal
Male,Old Adults,No,0,0,2,Offer E,Yes,45.41,Yes,Fiber Optic,18.0,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Mailed Check
Female,Middle-aged Adults,Yes,0,1,8,Offer E,Yes,46.13,No,None,0.0,No,No,No,No,No,No,No,No,One Year,Yes,Credit Card
Male,Young Adults,No,2,0,45,No Offer,Yes,23.54,Yes,Fiber Optic,12.0,No,No,Yes,No,Yes,Yes,Yes,Yes,Two Year,No,Bank Withdrawal
Female,Young Adults,Yes,0,1,19,No Offer,Yes,45.37,Yes,Fiber Optic,52.0,No,Yes,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal
Male,Old Adults,No,0,0,12,No Offer,Yes,43.4,Yes,Fiber Optic,24.0,No,No,No,No,No,No,No,Yes,Two Year,Yes,Credit Card
Male,Young Adults,Yes,2,8,69,Offer A,Yes,26.44,No,None,0.0,No,No,No,No,No,No,No,No,One Year,Yes,Credit Card
Female,Young Adults,Yes,0,1,16,Offer D,No,0.0,No,DSL,29.0,No,No,No,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal
Male,Middle-aged Adults,No,0,0,29,No Offer,No,0.0,No,DSL,27.0,No,Yes,No,Yes,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal
Female,Young Adults,Yes,>=3,0,24,Offer C,Yes,46.54,Yes,DSL,85.0,Yes,Yes,Yes,No,No,No,No,Yes,Two Year,No,Bank Withdrawal
Female,Young Adults,Yes,>=3,1,55,No Offer,Yes,8.39,Yes,DSL,52.0,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal
Male,Young Adults,No,0,0,3,Offer E,Yes,48.84,No,DSL,41.0,No,No,No,No,No,No,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal
Female,Old Adults,Yes,1,9,45,No Offer,Yes,47.48,Yes,Fiber Optic,20.0,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal
Female,Middle-aged Adults,Yes,2,6,72,Offer A,Yes,2.71,Yes,Fiber Optic,20.0,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Credit Card
Male,Old Adults,No,0,0,20,Offer D,Yes,25.51,Yes,Fiber Optic,9.0,No,No,No,No,Yes,No,No,No,Two Year,Yes,Bank Withdrawal
Male,Young Adults,No,0,0,8,Offer E,Yes,22.15,No,None,0.0,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal
Female,Old Adults,Yes,0,2,72,Offer A,Yes,44.89,Yes,Fiber Optic,24.0,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Two Year,Yes,Credit Card
Male,Middle-aged Adults,Yes,0,8,72,Offer A,Yes,27.25,No,Fiber Optic,19.0,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Two Year,No,Bank Withdrawal
Male,Old Adults,Yes,0,1,57,Offer B,Yes,42.1,Yes,Fiber Optic,3.0,No,No,Yes,No,Yes,Yes,No,Yes,Month-to-Month,No,Bank Withdrawal
Female,Young Adults,Yes,2,1,23,Offer D,Yes,34.91,Yes,Fiber Optic,30.0,No,No,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal
Female,Young Adults,Yes,2,2,22,Offer D,Yes,49.51,No,None,0.0,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card
Male,Young Adults,Yes,0,>=10,61,No Offer,Yes,28.8,Yes,Cable,52.0,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Two Year,No,Credit Card
Male,Middle-aged Adults,Yes,2,1,56,Offer B,Yes,22.74,No,DSL,13.0,Yes,Yes,Yes,No,No,No,No,Yes,Two Year,Yes,Bank Withdrawal
Female,Middle-aged Adults,Yes,2,2,48,Offer B,Yes,36.18,No,Fiber Optic,29.0,Yes,No,Yes,No,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal
Male,Young Adults,Yes,>=3,1,70,Offer A,No,0.0,No,Cable,47.0,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,One Year,No,Bank Withdrawal
Male,Old Adults,No,0,0,24,Offer C,Yes,47.33,Yes,None,0.0,No,No,No,No,No,No,No,No,One Year,No,Bank Withdrawal
Male,Old Adults,Yes,1,1,47,No Offer,Yes,42.29,No,Fiber Optic,22.0,No,Yes,No,No,Yes,No,No,No,One Year,Yes,Bank Withdrawal
Male,Old Adults,Yes,1,0,68,Offer A,Yes,32.11,Yes,Fiber Optic,12.0,No,No,Yes,Yes,Yes,Yes,No,No,One Year,Yes,Credit Card
Male,Middle-aged Adults,Yes,>=3,8,14,Offer D,Yes,2.96,Yes,DSL,76.0,Yes,Yes,No,No,No,Yes,Yes,Yes,Month-to-Month,No,Credit Card
Male,Old Adults,No,0,0,4,No Offer,Yes,42.44,Yes,Fiber Optic,29.0,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal
Male,Young Adults,Yes,0,0,61,Offer B,Yes,46.76,No,None,0.0,No,No,No,No,No,No,No,No,Two Year,No,Credit Card
Male,Old Adults,No,0,0,6,Offer E,Yes,19.74,No,DSL,7.0,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Credit Card
Female,Young Adults,Yes,1,4,19,Offer D,No,0.0,No,Cable,85.0,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card
Female,Middle-aged Adults,No,0,0,8,Offer E,Yes,45.59,Yes,Fiber Optic,8.0,No,No,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal
Female,Old Adults,No,0,0,64,No Offer,Yes,27.7,Yes,DSL,21.0,No,Yes,Yes,Yes,No,Yes,No,Yes,Two Year,No,Credit Card
Male,Young Adults,No,0,0,1,Offer E,Yes,40.51,No,None,0.0,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card
Male,Young Adults,No,>=3,0,26,No Offer,No,0.0,No,Cable,58.0,No,Yes,No,No,Yes,No,No,Yes,One Year,Yes,Bank Withdrawal
Male,Middle-aged Adults,Yes,>=3,0,71,Offer A,Yes,37.03,Yes,DSL,26.0,Yes,No,No,No,Yes,No,No,Yes,One Year,Yes,Bank Withdrawal
Female,Young Adults,Yes,0,5,68,Offer A,Yes,28.36,Yes,Fiber Optic,82.0,No,No,Yes,No,Yes,No,No,Yes,Two Year,Yes,Bank Withdrawal
Female,Young Adults,No,0,0,37,No Offer,Yes,45.06,Yes,Fiber Optic,82.0,No,No,No,Yes,Yes,Yes,Yes,Yes,Month-to-Month,No,Credit Card
Female,Middle-aged Adults,No,0,0,5,No Offer,Yes,24.61,No,None,0.0,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Credit Card
Female,Middle-aged Adults,Yes,0,1,66,Offer A,Yes,48.77,Yes,Fiber Optic,12.0,No,Yes,Yes,No,Yes,Yes,Yes,No,One Year,Yes,Credit Card
Female,Young Adults,No,0,0,1,Offer E,Yes,9.05,No,Fiber Optic,21.0,No,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal
Male,Old Adults,Yes,0,4,62,No Offer,Yes,4.76,Yes,Fiber Optic,3.0,Yes,Yes,Yes,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal
Male,Old Adults,No,0,0,3,Offer E,Yes,35.43,Yes,Fiber Optic,18.0,No,Yes,Yes,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal
Male,Old Adults,Yes,0,1,33,No Offer,No,0.0,No,DSL,4.0,No,Yes,Yes,Yes,Yes,No,No,Yes,Two Year,Yes,Bank Withdrawal
Male,Old Adults,Yes,0,7,10,No Offer,Yes,25.13,No,Fiber Optic,30.0,Yes,No,No,No,No,No,No,Yes,Two Year,No,Bank Withdrawal
Female,Young Adults,Yes,0,2,64,No Offer,Yes,18.03,No,Cable,42.0,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Two Year,Yes,Mailed Check
Female,Middle-aged Adults,No,2,0,4,No Offer,Yes,27.37,No,None,0.0,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal
Male,Old Adults,No,0,0,22,No Offer,Yes,46.11,Yes,Fiber Optic,27.0,No,No,No,Yes,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal
Female,Middle-aged Adults,No,0,0,10,No Offer,Yes,27.1,No,Fiber Optic,11.0,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal
Male,Old Adults,Yes,>=3,1,10,No Offer,No,0.0,No,Cable,53.0,No,No,No,No,No,Yes,No,Yes,One Year,Yes,Bank Withdrawal
Female,Middle-aged Adults,No,0,0,1,Offer E,Yes,31.68,No,Fiber Optic,22.0,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal
Male,Young Adults,No,0,0,58,Offer B,Yes,47.47,No,DSL,69.0,No,Yes,Yes,Yes,Yes,No,No,Yes,Two Year,No,Bank Withdrawal
Female,Young Adults,No,0,0,6,Offer E,No,0.0,No,DSL,71.0,No,No,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal
Female,Middle-aged Adults,Yes,0,2,71,Offer A,No,0.0,No,Cable,29.0,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Bank Withdrawal
Male,Young Adults,No,0,0,13,Offer D,Yes,22.31,No,None,0.0,No,No,No,No,No,No,No,No,One Year,No,Mailed Check
Male,Old Adults,No,0,0,9,No Offer,No,0.0,No,DSL,7.0,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal
Male,Old Adults,No,0,0,4,No Offer,Yes,30.11,No,Fiber Optic,25.0,No,No,No,No,No,No,No,Yes,Two Year,No,Bank Withdrawal
Female,Middle-aged Adults,Yes,>=3,7,56,No Offer,Yes,18.99,No,Cable,53.0,Yes,Yes,Yes,No,No,No,No,Yes,Two Year,Yes,Credit Card
Male,Young Adults,Yes,0,7,69,No Offer,No,0.0,No,DSL,59.0,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Two Year,No,Bank Withdrawal
Female,Young Adults,Yes,>=3,1,70,No Offer,Yes,38.63,No,None,0.0,No,No,No,No,No,No,No,No,Two Year,Yes,Credit Card
Male,Middle-aged Adults,Yes,>=3,2,62,No Offer,Yes,1.76,No,Fiber Optic,20.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Credit Card
Male,Middle-aged Adults,Yes,0,5,72,Offer A,Yes,30.75,Yes,Fiber Optic,3.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card
Male,Old Adults,No,0,0,9,No Offer,No,0.0,No,DSL,14.0,Yes,No,Yes,Yes,No,Yes,Yes,Yes,One Year,No,Mailed Check
Female,Middle-aged Adults,No,0,0,1,Offer E,Yes,46.17,No,Fiber Optic,30.0,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal
Male,Middle-aged Adults,Yes,>=3,0,71,Offer A,Yes,23.41,Yes,DSL,53.0,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,One Year,No,Bank Withdrawal
Female,Middle-aged Adults,No,0,0,18,Offer D,No,0.0,No,DSL,11.0,No,No,Yes,Yes,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal
Female,Young Adults,Yes,0,1,22,No Offer,Yes,35.04,No,DSL,76.0,No,Yes,No,No,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal
Male,Old Adults,Yes,0,0,52,No Offer,Yes,37.6,Yes,Fiber Optic,23.0,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal
Female,Young Adults,No,0,0,13,No Offer,No,0.0,No,DSL,53.0,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal
Female,Old Adults,Yes,0,9,17,No Offer,Yes,3.83,Yes,Fiber Optic,20.0,No,No,No,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal
Male,Old Adults,Yes,0,7,20,No Offer,Yes,5.31,Yes,Fiber Optic,10.0,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal
Male,Middle-aged Adults,Yes,1,7,53,Offer B,Yes,3.78,Yes,Fiber Optic,27.0,No,Yes,Yes,No,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal
Male,Young Adults,No,0,0,1,No Offer,No,0.0,No,DSL,18.0,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Mailed Check
Male,Old Adults,No,0,0,51,No Offer,Yes,4.14,No,Fiber Optic,21.0,No,No,Yes,No,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal
Male,Middle-aged Adults,Yes,0,4,2,No Offer,Yes,18.79,No,Fiber Optic,19.0,No,No,No,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal
Male,Middle-aged Adults,No,0,0,10,Offer D,Yes,12.78,No,Fiber Optic,2.0,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal
Female,Old Adults,No,0,0,63,Offer B,Yes,41.8,Yes,Fiber Optic,16.0,No,No,Yes,No,No,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal
Male,Young Adults,No,0,0,12,No Offer,Yes,41.11,No,None,0.0,No,No,No,No,No,No,No,No,Month-to-Month,No,Mailed Check
Female,Old Adults,Yes,0,1,58,No Offer,Yes,16.94,No,Fiber Optic,19.0,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Credit Card
Female,Old Adults,No,>=3,0,11,Offer D,Yes,33.06,No,None,0.0,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card
Male,Old Adults,Yes,0,>=10,24,Offer C,Yes,32.86,No,Cable,30.0,Yes,No,No,Yes,Yes,Yes,Yes,Yes,One Year,No,Bank Withdrawal
Female,Old Adults,Yes,0,6,53,Offer B,Yes,11.35,No,None,0.0,No,No,No,No,No,No,No,No,One Year,Yes,Bank Withdrawal
Male,Young Adults,No,0,0,26,Offer C,Yes,44.11,No,DSL,8.0,No,No,No,Yes,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal
Female,Old Adults,Yes,0,5,68,No Offer,Yes,1.98,Yes,Fiber Optic,19.0,Yes,Yes,No,No,No,Yes,No,Yes,One Year,Yes,Credit Card
Female,Middle-aged Adults,No,0,0,13,No Offer,No,0.0,No,Cable,16.0,No,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal
